"id","original_prompt","used_prompt","generated_text_raw","generated_text_clean","p_value","z_score"
"23","cole faces lengthy injury lay-off aston villa s carlton cole could be out for six weeks with a knee injury.  the striker  who is on a season-long loan from chelsea  picked up the knock in an england under-21 match against holland earlier this month.  carlton will be out of action for four to six weeks after a bad challenge   said villa boss david o leary.  i won t be able to tell you whether he will need an operation until maybe next week. whether he has an operation has got to be left to chelsea.  cole  who also struggled with an ankle problem earlier in the season  was unable to rest because o leary had a shortage of strikers. the return to fitness of darius vassell after four months out with a broken ankle and the emergence of luke moore has alleviated some of the villa s manager s problems in that department.","cole faces lengthy injury lay-off aston villa s carlton cole could be out for six weeks with a knee injury. the striker who is on a season-long loan from chelsea picked up the knock in an england under-21 match against holland earlier this month. carlton will be out of action for four to six weeks after a bad challenge said villa boss david o leary. i won t be able to tell you whether he will need"," to be out until next week, however there are speculations that the striker will miss at least three games as he recovers from a thigh problem. cole has been ruled out by liverpool for the last two rounds of fixtures. he is expected to play a key role in helping sanchez, cole and cole's cause. he's one of the best strikers i know and it makes me sad when i see him leave for a club like stoke. coly will miss the entire campaign","to be out until next week, however there are speculations that the striker will miss at least three games as he recovers from a thigh problem. cole has been ruled out by liverpool for the last two rounds of fixtures. he is expected to play a key role in helping sanchez, cole and cole's cause. he's one of the best strikers i know and it makes me sad when i see him leave for a club like stoke.","3.399424987395955e-08","5.396407334626633"
"24","mobile audio enters new dimension as mobile phones move closer to being a ubiquitous  all-in-one media player  audio is becoming ever more important. but how good can that sound be from such a small device   the sound of a buzzing bee jumps from left to right before disappearing around the back of my head. the surround sound demo is unremarkable when heard on a multi-speaker home cinema system but startling when emerging from a small mobile phone. british firm sonaptic is one of a number of companies to have developed 3d audio technology that emerges from stereo speakers. firms am3d and srs both offer stereo-widening technology for mobile phones. but sonaptic s managing director david monteith says his firm is the only company to offer positional 3d audio on a mobile.   there are quite a few basic technologies out there  making the sound seem a bit bigger  headphones a bit nicer.   no-one has really tried before to make proper 3d positional audio - where an individual channel can be moved around.  sonaptic has been working with japanese mobile network ntt docomo to set standards for 3d audio on mobile phones. in the last few months handsets from nec  fujitsu and mitsubishi have been released on to the japanese marker which have chips produced by yamaha and rohm with sonaptic s technology.  the technology has been around on pcs and games consoles for some time but what we are doing is making it more efficient so it can go on a small consumer device like a mobile phone   said mr monteith.  the technology works through applying the science of psychoacoustics and grew out of medical research done by the company s research director dr alastair sibbald.  we are basically trying to fool your ears into thinking sound is coming from areas it actually isn t.  your brain uses certain bits of information which we are effectively synthesising on a mobile phone handset.  the structure of the ear works as a 3d encoder for sound - helping the brain understand from where sound is emanating. sonaptic s audio processing algorithms mimic that 3d encoding  giving the impression that sound is coming from the left  right  and behind a listener when in fact it is coming from a single source. mr montieth says:  if the sound is off to one side it will get to one ear before the other - if it is on the right it has to bend around your head to get to your left ear.   the shape of your ear causes differences in sound from one ear to the other. we are synthesising those differences.  sonaptic hopes the technology will have a big impact in the growing market of mobile gaming and music downloading.  handhelds often have limitations - screens will be small by definition.  if you want to get impact from media you are running - either a movie  a game or watching tv - if you want it to be more immersive then our technology can help.  a fishing game is the first title to use the technology  creating a 3d sound field while the gamer plays. driving games and shoot  em ups using the technology are in development. the technology can also be used for music - giving songs a much more expansive and immersive feel. sonaptic offers its technology on a chip or in software and is about to release a new version which significantly improves the efficiency of the audio processing.  it s important we only use 10 or 15% of the processor otherwise you won t be able to play a game on the handset   explained mr montieth. the company is now looking to the us and european markets  where it has been working with network vodafone.  we have focused first on japan because it has a very advanced mobile phone market.  we knew japan would be the first place to have the handsets that could use our technology.  there should be handsets out in the uk in the next six months.","mobile audio enters new dimension as mobile phones move closer to being a ubiquitous all-in-one media player audio is becoming ever more important. but how good can that sound be from such a small device the sound of a buzzing bee jumps from left to right before disappearing around the back of my head. the surround sound demo is unremarkable when heard on a multi-speaker home cinema system but startling when emerging from a small mobile phone. british firm sonaptic is one of a number of"," speakers to offer a soundstage to the user, combining the power and clarity of a microphone with its powerful low end. the first thing you should know though if you're trying to get into a room where the soundstage is this high you'll have to be prepared to listen to your own audio through your earpiece. it's probably best to use the full speakers, including headphones, to avoid overburdening the speaker. the speakerphone also comes with two integrated stereo soundtracked speakerphone","speakers to offer a soundstage to the user, combining the power and clarity of a microphone with its powerful low end. the first thing you should know though if you're trying to get into a room where the soundstage is this high you'll have to be prepared to listen to your own audio through your earpiece. it's probably best to use the full speakers, including headphones, to avoid overburdening the speaker.","4.0654247701977057e-07","4.932200252078106"
"25","moya fights back for indian title carlos moya became the first man to successfully defend the chennai open title by beating four-times finalist paradorn srichaphan 3-6 6-4 7-6 (7/5).  the spaniard then donated his 28 000 prize money to relief efforts for the victims of the asian tsunami. the final was close throughout  with thai second seed srichaphan - the 2003 winner - closing out the first set. but moya took the second set  before bouncing back from 5-2 down in the decider to force and win a tie-break. moya confirmed afterwards:  i m donating my prize money from this tournament for the tsunami victims  hoping it makes some difference to their lives. his contribution follows pledges by four other players to donate their prize money from the tournament  which went ahead after the 26 december disaster which has so far claimed at least 150 000 lives. scrichapan said he would donate an unspecified amount for relief work in thailand  where more than 5 000 people were killed. the atp has announced that it would contribute the us$25 000 tournament fee to unicef s emergency relief fund in tamil nadu. the atp tour s sponsor  mercedes  said it would also contribute  increasing the atp donation to us$40 000.","moya fights back for indian title carlos moya became the first man to successfully defend the chennai open title by beating four-times finalist paradorn srichaphan 3-6 6-4 7-6 (7/5). the spaniard then donated his 28 000 prize money to relief efforts for the victims of the asian tsunami. the final was close throughout with thai second seed srichaphan - the 2003 winner - closing out the first set.","

moya vs paradorn: who won?

Athlete: dheem

wwe: dhailmohan

nepal: dhawak

philippines: darya

maquis: dhanush

madhya Pradesh: dhsudeshwar

marathore: dheshwar
.sri lanka: dhonjavurra
.korea: dhasidesh","moya vs paradorn: who won? Athlete: dheem wwe: dhailmohan nepal: dhawak philippines: darya maquis: dhanush madhya Pradesh: dhsudeshwar marathore: dheshwar.sri lanka: dhonjavurra.","2.583976856532042e-17","8.382808459175854"
"26","career honour for actor dicaprio actor leonardo dicaprio s  exceptional career  has been honoured at the santa barbara international film festival.  the star was presented with the award by martin scorsese  who directed him in oscar-nominated movie the aviator.  it s a lifetime achievement award  which is completely and utterly surreal  given i m only 30 years old   dicaprio said.  but what has it been  almost 17 years now. i ve done quite a few films.  a retrospective of his movies was shown.   what s really exciting  for me  is that this is what i really love doing   he added.  it s what i want to do for the rest of my life.  dicaprio began his movie career in horror film critters 3  before moving onto roles in the basketball diaries  romeo and juliet  titanic and gangs of new york. the achievement award was created to commemorate the california festival s 20th anniversary and coincided with dicaprio s portrayal of millionaire howard hughes in the aviator.  veteran actress jane russell  who starred in hughes  1943 film the outlaw  said was impressed by dicaprio s quest for authenticity when he previously discussed the role with her.  i was very happy that (dicaprio) came and cared to come up and find out what (hughes) was really like   she said. the aviator has taken pole position in this year s oscars race with 11 nominations  including nominations for best film  best actor for dicaprio and best director for scorsese.","career honour for actor dicaprio actor leonardo dicaprio s exceptional career has been honoured at the santa barbara international film festival. the star was presented with the award by martin scorsese who directed him in oscar-nominated movie the aviator. it s a lifetime achievement award which is completely and utterly surreal given i m only 30 years old dicaprio said. but what has it been almost 17 years now. i ve done quite a"," few different movies and tv shows, including one of my best friends and co-stars laurie keselowski who had to be shot dead. i have been doing these films since i was 13. the first one i did was walt jones' dreamland as an adult which became a film about how. the second one i made was paul freddy and it ended up on netflix where i was able to see it 3 times. it is based on true events and","few different movies and tv shows, including one of my best friends and co-stars laurie keselowski who had to be shot dead. i have been doing these films since i was 13. the first one i did was walt jones' dreamland as an adult which became a film about how. the second one i made was paul freddy and it ended up on netflix where i was able to see it 3 times.","1.100388069780592e-12","7.021132123546479"
"27","mobile gig aims to rock 3g forget about going to a crowded bar to enjoy a gig by the latest darlings of the music press.  now you could also be at a live gig on your mobile  via the latest third generation (3g) video phones. rock outfit rooster are playing what has been billed as the first ever concert broadcast by phone on tuesday evening from a london venue. the 45-minute gig is due to be  phone cast  by the 3g mobile phone operator  3. 3g technology lets people take  watch and send video clips on their phones  as well as swap data much faster than with 2g networks like gsm. people with 3g phones in the uk can already download football and music clips on their handsets.  some 1 000 fans of the london-based band will have to pay five pounds for a ticket and need a 3g handset.   once you have paid  you can come and go as much as you like  because we expect the customers to be mobile   said 3 spokesperson belinda henderson.  it s like going to a concert hall  except that you are virtually there.  the company behind the trial hopes to learn more about how people use their video phones.  we are looking on how long people will stay on average on the streams. some people may stay the whole time  some may dip in and out   said ms henderson.  we actually expect people to dip in and out because they are mobile and they will be doing other things.  3 is looking to music as a way of persuading more people to take up the latest video phones. it is already planning regular gigs throughout 2005. and during the intermission  of course  you would still be able to make a phone call.","mobile gig aims to rock 3g forget about going to a crowded bar to enjoy a gig by the latest darlings of the music press. now you could also be at a live gig on your mobile via the latest third generation (3g) video phones. rock outfit rooster are playing what has been billed as the first ever concert broadcast by phone on tuesday evening from a london venue. the 45-minute gig is due to be phone cast by the 3g mobile phone operator 3","G. its, says 3G:

A unique, live streaming experience.

This new technology enables anyone connected to the internet to access the best of 3G/5G.
(Plus the ability to connect to the Internet through your phone with your 3GS, T-Mobile phone and any other device)

As a result, people who want to watch a concert, for example at an event or a business meeting in your city, may not have to","G. its, says 3G: A unique, live streaming experience. This new technology enables anyone connected to the internet to access the best of 3G/5G.","9.088602153646792e-09","5.628510875900897"
"28","terror suspects face house arrest uk citizens suspected of involvement in terrorism could face house arrest as part of a series of new measures outlined by the home secretary.  it comes after law lords ruled that the detention of 12 foreign terror suspects without trial breached human rights. charles clarke s planned  control orders  mean anyone suspected of being involved in terrorism could be subject to house arrest  curfews or tagging. the law society dubbed mr clarke s new proposals an  abuse of power . deals are already being sought to deport some of the foreign detainees who are mainly held in belmarsh prison in london under the current laws introduced after the us terror attacks on 11 september 2001. mr clarke said efforts would continue to deport them to their countries of origin algeria  tunisia  egypt and jordan without them facing torture or death.  under the proposed changes - prompted by the house of lords ruling - the home secretary could order british citizens or foreign suspects who could not be deported  to face house arrest or other measures such as restrictions on their movements or limits on their use of telephones and the internet.  british citizens are being included in the changes after the law lords said the current powers were discriminatory because they could only be used on foreign suspects. mr clarke also said intelligence reports showed some british nationals were now playing a more significant role in terror threats. human rights lawyer clive stafford-smith said the plans were a  further abuse of human rights in britain .  mr clarke said prosecutions were the government s first preference and promised the powers would only be used in  serious  cases  with independent scrutiny from judges.  he told mps:  there remains a public emergency threatening the life of the nation.  he accepted the law lords  ruling but argued detention powers had helped prevent attacks and deter terrorists. the current detainees would not be freed until the new powers were in place as they were still considered a national security threat  he told mps.  there have been calls for the rules for wire-tap and intercept evidence to be allowed to be used in courts but mr clarke refused to back that change.  he said intercept evidence was only a small part of the case against the men and some of it could not be used because it could put sources  lives at risk. most of the terror suspects are being held indefinitely at belmarsh prison  in london. conservative shadow home secretary david davis was worried about extending special powers to cover british citizens. he warned:  throughout history  internment has generally backfired because of the resentment it creates.  so unless the process is clearly just  the home secretary could find himself confining one known terrorist only to recruit 10 unknown terrorists.  he suggested changing the law to let security-cleared judges view evidence gathered by phone-tapping could allow more terror cases to come to court.  liberal democrat spokesman mark oaten also backed use of wire-tap evidence. he said the standard of proof for the new powers would have to be  very high indeed  and he asked whether ministers had looked at measures which fitted with human rights laws. shami chakrabarti  from human rights group liberty  joined calls for intercept evidence to be allowed in trials. she said:  adherence to the rule of law should not be a game of cat and mouse. the government should not swap one human rights  opt out  for another.","terror suspects face house arrest uk citizens suspected of involvement in terrorism could face house arrest as part of a series of new measures outlined by the home secretary. it comes after law lords ruled that the detention of 12 foreign terror suspects without trial breached human rights. charles clarke s planned control orders mean anyone suspected of being involved in terrorism could be subject to house arrest curfews or tagging. the law society dubbed mr clarke s new proposals an abuse of power. deals are already being sought"," over a string of domestic terror plots including one at eastampton. and two at easthampton.
This article originally appeared at The Conversation.","over a string of domestic terror plots including one at eastampton. and two at easthampton. This article originally appeared at The Conversation.","8.150253438276673e-08","5.237229365663818"
"29","halloween writer debra hill dies screenwriter and producer debra hill  best known for her work on the 70s horror classic halloween  has died in los angeles aged 54.  hill  who had been suffering from cancer  co-wrote the 1978 film  which starred jamie lee curtis as a babysitter terrorised by a psychopath. directed by john carpenter  it made over $60m (31.3m) worldwide - a record for independent film at that time. hill also worked with carpenter on escape from new york and the fog. born in new jersey  hill began her career as a production assistant and worked her way through the ranks  becoming an assistant director and second-unit director before she began collaborating with carpenter.  she was regarded by many as a pioneering woman in film  taking on jobs in the 70s that were more commonly taken by men.  back when i started in 1974  there were very few women in the industry   she said in 2003.  i was assumed to be the make-up and hair person  or the script person. i was never assumed to be the writer or producer.   i took a look around and realised there weren t that many women  so i had to carve a niche for myself.  carpenter said that working with hill was  one of the greatest experiences of my life .  the ground that she trailblazed in the beginning can now be followed by anyone. she was incredibly capable and talented   he said. carpenter and hill collaborated on a number of halloween sequels  including halloween ii  halloween: resurrection and halloween: the curse of michael myers.  later in her career  hill formed a production company with her friend lynda obst  making a string of hit films including oscar nominee the fisher king and teen comedy adventures in babysitting. other films included the stephen king adaptation the dead zone in 1983 and 1985 s clue  a comedy based on the board game cluedo. in the 90s she pursued work in tv  although she was reunited with carpenter in 1996 for escape from la  the sequel to escape from new york. at the time of her death she was working on a film about the last two men pulled from the rubble of the twin towers following the 11 september terror attacks in 2001. she was also co-producing the remake of the fog  which is due for release early next year.","halloween writer debra hill dies screenwriter and producer debra hill best known for her work on the 70s horror classic halloween has died in los angeles aged 54. hill who had been suffering from cancer co-wrote the 1978 film which starred jamie lee curtis as a babysitter terrorised by a psychopath. directed by john carpenter it made over $60m (31.3m) worldwide - a record for independent film at that time. hill also worked with"," her ex-husband, co-director of the movie hale and mighty star star in their remake of the 1978 classic halloomen. she was named in her will as the director of the film but died the day after. hill passed away peacefully surrounded by her family and friends.","her ex-husband, co-director of the movie hale and mighty star star in their remake of the 1978 classic halloomen. she was named in her will as the director of the film but died the day after. hill passed away peacefully surrounded by her family and friends.","0.06141132405069629","1.543033499620919"
"30","royal couple watch nation s mood prince charles and camilla parker bowles are awaiting the nation s reaction after announcing they are to be married on 8 april.  mrs parker bowles will take the title hrh duchess of cornwall after a civil ceremony to be held at windsor castle. a daily telegraph poll of 1 313 people suggests two-thirds of britons support the couple s decision to marry. but only 40% think mrs parker bowles should become princess consort as planned after charles becomes king. some 47% believe she should have no title  while 7% think she should become queen.  the poll also found that the majority of britons would prefer the monarchy to miss a generation  with the queen handing the throne to her grandson prince william  22  on her death or abdication. on thursday night  prince charles  56  and mrs parker bowles  57  hosted a dinner at windsor castle  their first public appearance since announcing their engagement. mrs parker bowles said the prince went down on one knee to propose and added:  i m just coming down to earth.  she displayed her diamond engagement ring - a royal family heirloom - to reporters. charles said he and his wife-to-be were  absolutely delighted . their marriage will end years of speculation on a relationship which dates back to 1970.  the queen and duke of edinburgh said the news had made them  very happy . princes william and harry said they are  very happy  and wish the couple  all the luck in the future . the wedding will be a civil ceremony followed by a service of prayer and dedication in st george s chapel at which the archbishop of canterbury  dr rowan williams  will preside.  the marriage is likely to be a sensitive issue because mrs parker bowles is divorced and her former husband is still alive. if he became king  charles would be the supreme governor of the church of england and some anglicans remain opposed to the remarriage of divorcees.  his divorce from diana and the disappointment the country felt over how diana had been treated... opened up a sense of disillusionment with [prince charles]   said ros coward  who wrote the authorised biography of diana  princess of wales. the archbishop of canterbury said:  i am pleased that prince charles and mrs camilla parker bowles have decided to take this important step.  tony blair said he was  delighted  for the couple and offered his congratulations  as did conservative leader michael howard and liberal democrat leader charles kennedy. australia s prime minister john howard also offered his congratulations  adding that their decision to marry was a  sensible and a good thing . mrs parker bowles has joined the prince at numerous engagements in recent years - mostly at evening events for the prince s trust. clarence house staff were at pains to point out that she attended these events in a private capacity.","royal couple watch nation s mood prince charles and camilla parker bowles are awaiting the nation s reaction after announcing they are to be married on 8 april. mrs parker bowles will take the title hrh duchess of cornwall after a civil ceremony to be held at windsor castle. a daily telegraph poll of 1 313 people suggests two-thirds of britons support the couple s decision to marry. but only 40% think mrs parker bow","els are right. more: royalss official statement from the ducat

royal-glamour-breathing-heart and royal-heart-breath-in-a-glass.britons and ducats to be wed in April, with ducateship.ducateshipshipshipshiphiphip.breeke-barkley is expected.mrs.dukee-bethsonshiphip-b","els are right. more: royalss official statement from the ducat royal-glamour-breathing-heart and royal-heart-breath-in-a-glass.britons and ducats to be wed in April, with ducateship.ducateshipshipshipshiphiphip.breeke-barkley is expected.mrs.","9.554076928300491e-32","11.66558659703493"
"31","firefox browser takes on microsoft microsoft s internet explorer has a serious rival in the long-awaited firefox 1.0 web browser  which has just been released.  few people get excited when some new software is released  especially when the program is not a game or a music or movie player. but the release of the first full version of firefox has managed to drum up a respectable amount of pre-launch fervour. fans of the software have banded together to raise cash to pay for an advert in the new york times announcing that version 1.0 of the browser is available. the release of firefox 1.0 on 9 november might even cause a few heads to turn at microsoft because the program is steadily winning people away from the software giant s internet explorer browser.  firefox has been created by the mozilla foundation which was started by former browser maker netscape back in 1998. much of the development work done since then has gone into firefox which made its first appearance under this name in february. earlier incarnations  but which had the same core technology  were called phoenix and firebird. since then the software has been gaining praise and converts  not least because of the large number of security problems that have come to light in microsoft s internet explorer. rivals to ie got a boost in late june when two us computer security organisations warned people to avoid the microsoft program to avoid falling victim to a serious vulnerability.  internet monitoring firm websidestory has charted the growing population of people using the firefox browser and says it is responsible for slowly eroding the stranglehold of ie. before july this year  according to websidestory  internet explorer was used by about 95% of web surfers. that figure had remained static for years. in july the ie using population dropped to 94.7% and by the end of october stood at 92.9%. the mozilla foundation claims that firefox has been downloaded almost eight million times and has publicly said it would be happy to garner 10% of the windows- using  net-browsing population. firefox is proving popular because  at the moment  it has far fewer security holes than internet explorer and has some innovations lacking in microsoft s program. for instance  firefox allows the pages of different websites to be arranged as tabs so users can switch easily between them. it blocks pop-ups  has a neat way of finding text on a page and lets you search through the pages you have browsed.  one of the most powerful features of firefox is the many hundreds of extras  or extensions  produced for it. the mozilla foundation is an open source organisation which means that the creators of the browser are happy for others to play around with the core code for the program. this has resulted in many different add-ons or extensions for the browser which now include everything from a version of the familiar google toolbar to a homeland security monitor that keep users aware of current threat levels. firefox  which used to be called firebird and before that phoenix  also has a growing number of vocal net-based fans. a campaign co-ordinated by the spread firefox website attempted to raise the $50 000 needed for a full page advert in the new york times. the campaign set itself a target of recruiting 2500 volunteers. ten days in to the campaign 10 000 people had signed up and now about $250 000 has been raised. the ad is due to run sometime in a three-week period in late november/early december. the surplus cash will be used to help keep the mozilla foundation running. microsoft is facing a growing challenge to ie s hold on the web using population. from alternative browsers such as opera  safari  amaya and even netscape.","firefox browser takes on microsoft microsoft s internet explorer has a serious rival in the long-awaited firefox 1.0 web browser which has just been released. few people get excited when some new software is released especially when the program is not a game or a music or movie player. but the release of the first full version of firefox has managed to drum up a respectable amount of pre-launch fervour. fans of the software have banded together to raise cash to pay for an"," early release. the launch has seen a good number of downloads and it is expected that more will follow. if you are interested, see the official blog post: https://ftwinc.com/2015/03/14/firefox-browser/

iMac vs MacOS: The battle: The iPhone X/AndroidOS fight: Apple and Microsoft's rivalry is evident. Apple and Sony have been pushing each other hard since their last iPhones were launched, with Microsoft seemingly always making a","early release. the launch has seen a good number of downloads and it is expected that more will follow. if you are interested, see the official blog post: https://ftwinc.com/2015/03/14/firefox-browser/ iMac vs MacOS: The battle: The iPhone X/AndroidOS fight: Apple and Microsoft's rivalry is evident.","1.100388069780592e-12","7.021132123546479"
"32","celebrities get their skates on former england footballer paul gascoigne will join eastenders  actress scarlett johnson on bbc one s strictly ice dancing.  the one-off christmas special will also star television presenter carol smillie and jessica taylor from liberty-x. each celebrity will be paired with a professional skater to impress a panel of judges and win the audience vote. the bbc is yet to confirm the final two stars who will battle it out to become ice king or queen.  veteran presenter bruce forsyth and tess daly will host the programme  which follows hot on the heels of the current saturday night series strictly come dancing. the celebrities will have to practise a stipulated ice dance and perform it at an ice rink with their partner. the judges will have 50% of the vote to decide who wins the contest  with the ice rink audience making up the rest of the vote. the show forms part of the bbc s festive schedule. ice skating duo jayne torvill and christopher dean are to front a similar celebrity ice dance show for itv  titled stars on thin ice. the contestants on stars on thin ice will each be paired up with a professional skater and will learn a new routine every week. at the end of the series  one celebrity will be crowned the winner.","celebrities get their skates on former england footballer paul gascoigne will join eastenders actress scarlett johnson on bbc one s strictly ice dancing. the one-off christmas special will also star television presenter carol smillie and jessica taylor from liberty-x. each celebrity will be paired with a professional skater to impress a panel of judges and win the audience vote. the bbc is yet to confirm the final two stars who will battle it"," out in tonight's competition.

This content is imported from YouTube. You may be able to find the same content in another format, or you may beable to find more information, at their web site.
this content is created and maintained by a third party, and imported onto this page to help users provide their email addresses. Youmay be ableto find more info about this and similar content at piano.io","out in tonight's competition. This content is imported from YouTube. You may be able to find the same content in another format, or you may beable to find more information, at their web site. this content is created and maintained by a third party, and imported onto this page to help users provide their email addresses. Youmay be ableto find more info about this and similar content at piano.","0.843250027208206","-1.0079052613579391"
"33","show over for mtv s the osbournes rock star ozzy osbourne has said his family will not make any more episodes of reality tv show the osbournes.   at the end of it i didn t like having cameras around the house all the time   the black sabbath singer told reporters at the mtv europe awards in rome. his wife sharon  who also appears in the popular mtv show based on the osbournes  family life  agreed.  now everybody s doing reality shows. he s done it  he s been there  he s got to do something else   she said.  ozzy osbourne said he had had enough of the work involved in making the series.  when you watch a 25-minute episode  i ve been filming all day   he said. sharon osbourne is currently appearing as a judge and mentor in itv1 talent show the x-factor alongside simon cowell and louis walsh.  earlier this year she topped a poll of the most important people in rock  for her part in guiding the career of husband ozzy and her family. she was the driving force behind the osbournes  which ran for three series  earning the family a reported $85m (46m). the renewed popularity for ozzy has seen sales of his merchandise hit the $50m (27.2m) mark  a record for a heavy metal artist. sales of t-shirts  accessories and action figures have rocketed since the osbournes hit screens. at its peak  the osbournes had a regular audience of eight million  with america s tv guide magazine describing the series as  a cross between the simpsons and this is spinal tap . osbourne himself was at a loss to explain its popularity:  i suppose americans get a kick out of watching a crazy brit family like us make complete fools of ourselves every week.","show over for mtv s the osbournes rock star ozzy osbourne has said his family will not make any more episodes of reality tv show the osbournes. at the end of it i didn t like having cameras around the house all the time the black sabbath singer told reporters at the mtv europe awards in rome. his wife sharon who also appears in the popular mtv show based on the osbournes family life agreed. now everybody s"," going to be upset that he is keeping them quiet and they are just going to have to get over it or leave.

i think there should be a little bit of a debate. i don t mind all the things that ozzy is saying, but i do find him very very disrespectful. he doesn t know how to handle his own family and how important it is to them. if they were not, it is probably not a good thing. and it is never okay. so when i","going to be upset that he is keeping them quiet and they are just going to have to get over it or leave. i think there should be a little bit of a debate. i don t mind all the things that ozzy is saying, but i do find him very very disrespectful. he doesn t know how to handle his own family and how important it is to them. if they were not, it is probably not a good thing. and it is never okay.","1.138242922895398e-05","4.235889628255314"
"34","insurance bosses plead guilty another three us insurance executives have pleaded guilty to fraud charges stemming from an ongoing investigation into industry malpractice.  two executives from american international group (aig) and one from marsh & mclennan were the latest. the investigation by new york attorney general eliot spitzer has now obtained nine guilty pleas. the highest ranking executive pleading guilty on tuesday was former marsh senior vice president joshua bewlay.  he admitted one felony count of scheming to defraud and faces up to four years in prison. a marsh spokeswoman said mr bewlay was no longer with the company. mr spitzer s investigation of the us insurance industry looked at whether companies rigged bids and fixed prices. last month marsh agreed to pay $850m (415m) to settle a lawsuit filed by mr spitzer  but under the settlement it  neither admits nor denies the allegations .","insurance bosses plead guilty another three us insurance executives have pleaded guilty to fraud charges stemming from an ongoing investigation into industry malpractice. two executives from american international group (aig) and one from marsh & mclennan were the latest. the investigation by new york attorney general eliot spitzer has now obtained nine guilty pleas. the highest ranking executive pleading guilty on tuesday was former marsh senior vice president joshua bewlay. he admitted one felony count of scheming to"," defraud a federal bank, one of those counts counts is conspiracy to commit wire fraud, two counts of theft by deception, one count of criminal breach of trust and three counts of criminal negligence.

and the grand jury indicted two senior associates of marsh. in this case, marshs' co-associate, grand marshal, marshian and marshman, was identified as:

Jasminee kirkpatrick: marshman.com/marshman.jss
","defraud a federal bank, one of those counts counts is conspiracy to commit wire fraud, two counts of theft by deception, one count of criminal breach of trust and three counts of criminal negligence. and the grand jury indicted two senior associates of marsh. in this case, marshs' co-associate, grand marshal, marshian and marshman, was identified as: Jasminee kirkpatrick: marshman.com/marshman.","5.934340569241363e-15","7.717442747369271"
"35","sayeed to stand down as tory mp tory mp jonathan sayeed is to stand down on the grounds of ill health.  the decision comes after mr sayeed survived an attempt to de-select him in a row over allegations he had profited from private tours of parliament. the mid-bedfordshire mp had denied a claim that he was paid for guiding visitors around the palace of westminster. conservative leader michael howard has now accepted the mp s resignation  it has been announced.  mr sayeed was suspended from parliament for two weeks last month after the commons standards and privileges committee said his conduct had fallen  well below the standards expected . the conservative party had already been withdrawn the whip for a month. but his constituency association voted against a move to deselect him  with mr sayeed winning 173 of the 299 votes. after the vote  mr sayeed said only a fifth of association members had voted against him and he intended to get on with winning the election. but the vote prompted constituency association president sir stanley odell to resign in protest. the standards and privileges committee inquiry was launched after the sunday times alleged english manner limited charged clients for access to westminster through mr sayeed. mr sayeed had denied the claims  saying the suspension was  unjust and wrong  but he made an  unreserved  apology to mps in the commons chamber. he insisted that the committee s report had contained a  few errors of fact . mr sayeed has been mp for mid-bedfordshire since 1997. he represented bristol east from 1983 to 1992.","sayeed to stand down as tory mp tory mp jonathan sayeed is to stand down on the grounds of ill health. the decision comes after mr sayeed survived an attempt to de-select him in a row over allegations he had profited from private tours of parliament. the mid-bedfordshire mp had denied a claim that he was paid for guiding visitors around the palace of westminster. conservative leader michael howard has now accepted the mp s resignation it has been"," reported he is going through medical and dental issues.

(Getty)

migration:

wedding:
.migration-time-trackdown-in.s-news-updated-news.hts.news.vn.hats/migration.s_article/articles_16.pdf.s&id=170128e2f04c5b4a34ac1f14e8e8f09ce6eb","reported he is going through medical and dental issues. (Getty) migration: wedding:.migration-time-trackdown-in.s-news-updated-news.hts.news.vn.hats/migration.s_article/articles_16.pdf.","1.3600371213536468e-40","13.287927737951602"
"36","gamers snap up new sony psp gamers have bought almost all of the first batch of sony s new playstation portable (psp) games console  which went on sale in japan on sunday.  thousands of people queued for hours to get hold of one of the 200 000 psps which were shipped to retailers. the handheld console can play games  music and movies and goes on sale in europe and north america next year. despite the demand sony said it would not increase the 500 000-strong stock of psps it plans to ship by year s end.  sony says it intends to ship three million of the consoles by march 2005. the company is hoping to challenge the dominance of nintendo in the handheld market. nintendo released its new ds console earlier this year and has already raised shipment targets for the device by 40%. the psp is selling in japan for 19 800 yen ($188; 98) while nintendo s ds console sells in the us and japan for $150 (78). nintendo s goal is to ship 5 million of its new nintendo ds handheld consoles by march 2005.","gamers snap up new sony psp gamers have bought almost all of the first batch of sony s new playstation portable (psp) games console which went on sale in japan on sunday. thousands of people queued for hours to get hold of one of the 200 000 psps which were shipped to retailers. the handheld console can play games music and movies and goes on sale in europe and north america next year. despite the demand sony said it would not increase"," prices or sell them.

Athlete: The Game and The Game
is a video game released by Sega. The original series, with its story and content, was released in 1993 and in 1997 it spawned its own arcade-themed video game called The Game.
In this article, I will tell you more about The Game as well as how it changed the way we live our lives every day. If you enjoyed this article read on, I hope you enjoy reading it!http://","prices or sell them. Athlete: The Game and The Game is a video game released by Sega. The original series, with its story and content, was released in 1993 and in 1997 it spawned its own arcade-themed video game called The Game. In this article, I will tell you more about The Game as well as how it changed the way we live our lives every day. If you enjoyed this article read on, I hope you enjoy reading it!","1.2676273926722297e-10","6.324821499723688"
