start,end,orig,replacement,mode,detail_mode,row_id,percent_used
269,276,highway,bicycl,synonym,cluster_syn,82,10.0
303,312,important,laun,synonym,cluster_syn,82,10.0
36,44,starring,wishing,synonym,cluster_syn,83,10.0
141,150,including,various,synonym,cluster_syn,83,10.0
194,200,fellow,engineer,synonym,cluster_syn,83,10.0
204,209,stars,fantasy,synonym,cluster_syn,83,10.0
312,316,show,direct,synonym,cluster_syn,83,10.0
358,360,co,car,synonym,cluster_syn,83,10.0
5,9,more,should,synonym,cluster_syn,84,10.0
45,49,star,mer,synonym,cluster_syn,84,10.0
72,75,man,rad,synonym,cluster_syn,84,10.0
178,188,experience,claim,synonym,cluster_syn,84,10.0
223,232,featuring,forced,synonym,cluster_syn,84,10.0
287,297,especially,guess,synonym,cluster_syn,84,10.0
321,326,teens,grandfather,synonym,cluster_syn,84,10.0
20,24,when,aga,synonym,cluster_syn,85,10.0
49,57,fighting,fantastic,synonym,cluster_syn,85,10.0
144,149,paces,footstep,synonym,wordnet_syn_fallback,85,10.0
167,174,poverty,sanctuary,synonym,cluster_syn,85,10.0
235,238,hit,cla,synonym,cluster_syn,85,10.0
280,286,people,white,synonym,cluster_syn,85,10.0
306,312,needed,thrown,synonym,cluster_syn,85,10.0
399,412,granddaughter,babe,synonym,cluster_syn,85,10.0
7,14,follows,tries,synonym,cluster_syn,86,10.0
31,43,announcement,anchor,synonym,cluster_syn,86,10.0
86,94,domestic,savings,synonym,cluster_syn,86,10.0
126,134,payments,techniques,synonym,cluster_syn,86,10.0
195,202,pledges,mandates,synonym,cluster_syn,86,10.0
220,229,vaccinate,immunize,synonym,wordnet_syn_fallback,86,10.0
74,82,expected,addressed,synonym,cluster_syn,87,10.0
92,101,operation,exchange,synonym,cluster_syn,87,10.0
117,122,local,pure,synonym,cluster_syn,87,10.0
148,152,also,look,synonym,cluster_syn,87,10.0
295,299,port,pol,synonym,cluster_syn,87,10.0
323,333,completion,acceptance,synonym,cluster_syn,87,10.0
0,4,some,free,synonym,cluster_syn,88,10.0
42,43,e,sub,synonym,cluster_syn,88,10.0
60,63,eve,homebrew,synonym,cluster_syn,88,10.0
103,107,even,without,synonym,cluster_syn,88,10.0
215,218,top,soc,synonym,cluster_syn,88,10.0
25,32,intends,advises,synonym,cluster_syn,89,10.0
114,122,previous,watching,synonym,cluster_syn,89,10.0
196,200,said,grad,synonym,cluster_syn,89,10.0
221,226,group,story,synonym,cluster_syn,89,10.0
279,286,keeping,whether,synonym,cluster_syn,89,10.0
0,2,ak,bos,synonym,cluster_syn,90,10.0
141,143,na,acc,synonym,cluster_syn,90,10.0
3,7,only,back,synonym,cluster_syn,91,10.0
27,31,just,before,synonym,cluster_syn,91,10.0
92,95,out,she,synonym,cluster_syn,91,10.0
149,155,season,death,synonym,cluster_syn,91,10.0
196,203,sanchez,torres,synonym,cluster_syn,91,10.0
293,300,against,among,synonym,cluster_syn,91,10.0
426,433,without,own,synonym,cluster_syn,91,10.0
449,454,jones,beck,synonym,cluster_syn,91,10.0
59,61,am,act,synonym,cluster_syn,92,10.0
144,148,rely,accommodate,synonym,cluster_syn,92,10.0
239,243,upon,finally,synonym,cluster_syn,92,10.0
252,266,interpretation,discovery,synonym,cluster_syn,92,10.0
308,313,fruit,coy,synonym,cluster_syn,92,10.0
330,334,must,like,synonym,cluster_syn,92,10.0
14,20,maiden,roof,synonym,cluster_syn,93,10.0
66,72,played,ironically,synonym,cluster_syn,93,10.0
117,124,nations,organizations,synonym,cluster_syn,93,10.0
140,145,level,name,synonym,cluster_syn,93,10.0
175,180,world,life,synonym,cluster_syn,93,10.0
306,312,played,ironically,synonym,cluster_syn,93,10.0
0,8,fighting,fantastic,synonym,cluster_syn,94,10.0
131,139,director,vice,synonym,cluster_syn,94,10.0
181,184,war,tre,synonym,cluster_syn,94,10.0
196,206,immigrants,newcomers,synonym,cluster_syn,94,10.0
221,226,cross,title,synonym,cluster_syn,94,10.0
290,300,opposition,commun,synonym,cluster_syn,94,10.0
433,436,who,cap,synonym,cluster_syn,94,10.0
481,484,say,here,synonym,cluster_syn,94,10.0
61,66,match,tour,synonym,cluster_syn,95,10.0
108,111,man,rad,synonym,cluster_syn,95,10.0
148,151,own,need,synonym,cluster_syn,95,10.0
210,214,back,don,synonym,cluster_syn,95,10.0
229,234,court,distr,synonym,cluster_syn,95,10.0
269,271,go,sec,synonym,cluster_syn,95,10.0
80,85,major,kings,synonym,cluster_syn,96,10.0
98,107,including,various,synonym,cluster_syn,96,10.0
136,142,settle,constitute,synonym,cluster_syn,96,10.0
29,33,coal,sunset,synonym,cluster_syn,97,10.0
82,91,celebrate,descend,synonym,cluster_syn,97,10.0
160,165,rugby,bowling,synonym,cluster_syn,97,10.0
185,192,victory,legends,synonym,cluster_syn,97,10.0
3,7,safe,whole,synonym,cluster_syn,98,10.0
38,44,little,apple,synonym,cluster_syn,98,10.0
53,56,any,first,synonym,cluster_syn,98,10.0
187,193,crisis,climate,synonym,cluster_syn,98,10.0
262,268,owners,officers,synonym,cluster_syn,98,10.0
280,284,said,grad,synonym,cluster_syn,98,10.0
400,408,domestic,savings,synonym,cluster_syn,98,10.0
4,7,duo,vengeance,synonym,cluster_syn,99,10.0
28,31,big,why,synonym,cluster_syn,99,10.0
91,98,working,action,synonym,cluster_syn,99,10.0
16,22,number,note,synonym,cluster_syn,100,10.0
54,59,while,few,synonym,cluster_syn,100,10.0
66,71,shows,basics,synonym,cluster_syn,100,10.0
123,130,numbers,rankings,synonym,cluster_syn,100,10.0
201,206,major,kings,synonym,cluster_syn,100,10.0
252,259,viewers,tourists,synonym,cluster_syn,100,10.0
318,326,showings,exhibit,synonym,wordnet_syn_fallback,100,10.0
38,42,only,make,synonym,cluster_syn,101,10.0
60,64,last,great,synonym,cluster_syn,101,10.0
174,179,final,care,synonym,cluster_syn,101,10.0
226,237,preliminary,solitary,synonym,cluster_syn,101,10.0
21,27,europa,iran,synonym,cluster_syn,102,10.0
94,99,based,within,synonym,cluster_syn,102,10.0
119,128,relations,testing,synonym,cluster_syn,102,10.0
160,173,globalization,anthropology,synonym,cluster_syn,102,10.0
189,194,based,within,synonym,cluster_syn,102,10.0
317,320,out,new,synonym,cluster_syn,102,10.0
376,384,probably,mostly,synonym,cluster_syn,102,10.0
455,459,will,time,synonym,cluster_syn,102,10.0
19,29,government,journal,synonym,cluster_syn,103,10.0
70,76,member,father,synonym,cluster_syn,103,10.0
123,128,union,floor,synonym,cluster_syn,103,10.0
253,260,because,coming,synonym,cluster_syn,103,10.0
316,323,edition,inst,synonym,cluster_syn,103,10.0
63,68,build,begin,synonym,cluster_syn,104,10.0
88,93,proud,incredible,synonym,cluster_syn,104,10.0
143,149,people,white,synonym,cluster_syn,104,10.0
161,165,like,are,synonym,cluster_syn,104,10.0
208,213,based,within,synonym,cluster_syn,104,10.0
240,244,then,before,synonym,cluster_syn,104,10.0
262,266,need,two,synonym,cluster_syn,104,10.0
351,355,able,illum,synonym,cluster_syn,104,10.0
0,3,may,always,synonym,cluster_syn,105,10.0
55,62,upgrade,prepar,synonym,cluster_syn,105,10.0
120,128,purchase,vending,synonym,cluster_syn,105,10.0
246,248,ad,sec,synonym,cluster_syn,105,10.0
278,282,will,time,synonym,cluster_syn,105,10.0
338,349,commercials,registrations,synonym,cluster_syn,105,10.0
47,54,advance,movement,synonym,cluster_syn,106,10.0
73,82,champions,challenging,synonym,cluster_syn,106,10.0
227,232,every,full,synonym,cluster_syn,106,10.0
239,248,including,various,synonym,cluster_syn,106,10.0
258,264,player,battle,synonym,cluster_syn,106,10.0
379,383,game,update,synonym,cluster_syn,106,10.0
28,33,after,what,synonym,cluster_syn,107,10.0
76,77,s,ill,synonym,cluster_syn,107,10.0
91,97,novels,annotations,synonym,cluster_syn,107,10.0
132,137,small,open,synonym,cluster_syn,107,10.0
282,289,writers,adviser,synonym,cluster_syn,107,10.0
307,314,posters,disclosures,synonym,cluster_syn,107,10.0
359,368,subscribe,endure,synonym,cluster_syn,107,10.0
396,404,although,always,synonym,cluster_syn,107,10.0
14,18,many,think,synonym,cluster_syn,108,10.0
33,40,another,above,synonym,cluster_syn,108,10.0
68,71,bid,brom,synonym,cluster_syn,108,10.0
89,94,union,period,synonym,cluster_syn,108,10.0
122,125,see,bal,synonym,cluster_syn,108,10.0
216,221,after,like,synonym,cluster_syn,108,10.0
246,253,concept,interview,synonym,cluster_syn,108,10.0
304,312,expected,addressed,synonym,cluster_syn,108,10.0
20,26,region,society,synonym,cluster_syn,109,10.0
70,78,tendency,probability,synonym,cluster_syn,109,10.0
124,129,comes,whatever,synonym,cluster_syn,109,10.0
151,157,listen,shot,synonym,cluster_syn,109,10.0
228,233,music,triple,synonym,cluster_syn,109,10.0
312,317,while,few,synonym,cluster_syn,109,10.0
355,362,smoking,smoker,synonym,cluster_syn,109,10.0
408,412,what,always,synonym,cluster_syn,109,10.0
123,132,remaining,two,synonym,cluster_syn,110,10.0
143,148,pound,zig,synonym,cluster_syn,110,10.0
188,195,imports,deductions,synonym,cluster_syn,110,10.0
298,300,up,car,synonym,cluster_syn,110,10.0
24,27,rap,garg,synonym,cluster_syn,111,10.0
56,62,singer,weber,synonym,cluster_syn,111,10.0
88,92,head,page,synonym,cluster_syn,111,10.0
123,128,stars,fantasy,synonym,cluster_syn,111,10.0
178,183,album,evening,synonym,cluster_syn,111,10.0
235,240,party,country,synonym,cluster_syn,111,10.0
316,321,makes,okay,synonym,cluster_syn,111,10.0
36,42,settle,constitute,synonym,cluster_syn,112,10.0
84,86,up,for,synonym,cluster_syn,112,10.0
155,163,defeated,contracted,synonym,cluster_syn,112,10.0
218,223,world,life,synonym,cluster_syn,112,10.0
49,55,growth,holding,synonym,cluster_syn,113,10.0
150,158,festival,country,synonym,cluster_syn,113,10.0
174,184,screenings,festivals,synonym,cluster_syn,113,10.0
195,201,around,further,synonym,cluster_syn,113,10.0
215,224,including,various,synonym,cluster_syn,113,10.0
262,268,events,cour,synonym,cluster_syn,113,10.0
352,356,kiev,venice,synonym,cluster_syn,113,10.0
37,39,re,cap,synonym,cluster_syn,114,10.0
46,53,through,before,synonym,cluster_syn,114,10.0
79,83,goal,idea,synonym,cluster_syn,114,10.0
91,92,s,son,synonym,cluster_syn,114,10.0
164,169,point,mail,synonym,cluster_syn,114,10.0
205,209,team,vis,synonym,cluster_syn,114,10.0
311,314,own,need,synonym,cluster_syn,114,10.0
91,100,confirmed,invited,synonym,cluster_syn,115,10.0
183,191,grandson,childcare,synonym,cluster_syn,115,10.0
212,219,brother,executive,synonym,cluster_syn,115,10.0
266,274,producer,stories,synonym,cluster_syn,115,10.0
292,306,collaborations,pairing,synonym,cluster_syn,115,10.0
40,47,already,totally,synonym,cluster_syn,116,10.0
74,82,released,somewhere,synonym,cluster_syn,116,10.0
161,167,series,chapter,synonym,cluster_syn,116,10.0
3,7,told,held,synonym,cluster_syn,117,10.0
18,23,there,step,synonym,cluster_syn,117,10.0
35,39,more,should,synonym,cluster_syn,117,10.0
80,83,why,you,synonym,cluster_syn,117,10.0
133,137,jobs,operations,synonym,cluster_syn,117,10.0
250,255,trade,oper,synonym,cluster_syn,117,10.0
367,373,losing,asking,synonym,cluster_syn,117,10.0
24,27,put,had,synonym,cluster_syn,118,10.0
69,73,good,was,synonym,cluster_syn,118,10.0
104,108,late,vital,synonym,cluster_syn,118,10.0
154,159,woody,tommy,synonym,cluster_syn,118,10.0
8,14,intend,translate,synonym,cluster_syn,119,10.0
79,85,player,battle,synonym,cluster_syn,119,10.0
111,118,chelSEA,plymouth,synonym,cluster_syn,119,10.0
160,167,offered,transferred,synonym,cluster_syn,119,10.0
224,230,ensure,aside,synonym,cluster_syn,119,10.0
268,275,coaches,managers,synonym,cluster_syn,119,10.0
293,299,making,according,synonym,cluster_syn,119,10.0
0,6,screen,mail,synonym,cluster_syn,120,10.0
32,37,named,leaving,synonym,cluster_syn,120,10.0
127,137,television,tabloid,synonym,cluster_syn,120,10.0
223,228,local,pure,synonym,cluster_syn,120,10.0
303,308,major,kings,synonym,cluster_syn,120,10.0
359,362,who,cap,synonym,cluster_syn,120,10.0
5,9,good,was,synonym,cluster_syn,121,10.0
33,37,some,first,synonym,cluster_syn,121,10.0
68,79,performance,worldwide,synonym,cluster_syn,121,10.0
102,111,ministers,mayors,synonym,cluster_syn,121,10.0
146,154,pressure,interpret,synonym,cluster_syn,121,10.0
303,309,forced,noticed,synonym,cluster_syn,121,10.0
7,15,recalled,specified,synonym,cluster_syn,122,10.0
116,124,relating,attending,synonym,cluster_syn,122,10.0
243,250,furnace,volcano,synonym,cluster_syn,122,10.0
297,302,these,stud,synonym,cluster_syn,122,10.0
310,316,events,cour,synonym,cluster_syn,122,10.0
9,12,web,source,synonym,cluster_syn,123,10.0
48,54,access,complete,synonym,cluster_syn,123,10.0
81,85,well,there,synonym,cluster_syn,123,10.0
115,120,tools,names,synonym,cluster_syn,123,10.0
136,140,site,convention,synonym,cluster_syn,123,10.0
344,348,link,table,synonym,cluster_syn,123,10.0
369,372,can,has,synonym,cluster_syn,123,10.0
405,413,business,opportunity,synonym,cluster_syn,123,10.0
33,37,able,illum,synonym,cluster_syn,124,10.0
243,250,stevens,woods,synonym,cluster_syn,124,10.0
16,23,reports,content,synonym,cluster_syn,125,10.0
78,83,heavy,normal,synonym,cluster_syn,125,10.0
116,123,growing,ensure,synonym,cluster_syn,125,10.0
214,221,against,among,synonym,cluster_syn,125,10.0
273,277,past,burn,synonym,cluster_syn,125,10.0
372,376,well,there,synonym,cluster_syn,125,10.0
70,75,grant,stevens,synonym,cluster_syn,126,10.0
139,144,given,into,synonym,cluster_syn,126,10.0
185,188,who,cap,synonym,cluster_syn,126,10.0
221,230,including,various,synonym,cluster_syn,126,10.0
238,247,companies,tax,synonym,cluster_syn,126,10.0
299,306,patents,lyrics,synonym,cluster_syn,126,10.0
425,433,software,gold,synonym,cluster_syn,126,10.0
2,9,penalty,dwell,synonym,cluster_syn,127,10.0
46,52,scored,failed,synonym,cluster_syn,127,10.0
93,98,would,therefore,synonym,cluster_syn,127,10.0
171,177,public,mill,synonym,cluster_syn,127,10.0
205,208,all,first,synonym,cluster_syn,127,10.0
34,40,across,noticed,synonym,cluster_syn,128,10.0
143,152,financial,companies,synonym,cluster_syn,128,10.0
167,175,families,representatives,synonym,cluster_syn,128,10.0
209,212,how,get,synonym,cluster_syn,128,10.0
232,236,keep,get,synonym,cluster_syn,128,10.0
270,276,should,does,synonym,cluster_syn,128,10.0
378,385,damning,brutal,synonym,cluster_syn,128,10.0
78,84,needed,thrown,synonym,cluster_syn,129,10.0
145,151,should,does,synonym,cluster_syn,129,10.0
163,167,what,always,synonym,cluster_syn,129,10.0
189,193,body,burn,synonym,cluster_syn,129,10.0
58,72,identification,compact,synonym,cluster_syn,130,10.0
101,105,both,well,synonym,cluster_syn,130,10.0
175,181,easier,quieter,synonym,cluster_syn,130,10.0
201,208,customs,refuge,synonym,cluster_syn,130,10.0
245,250,image,mural,synonym,cluster_syn,130,10.0
273,280,visitor,borrower,synonym,cluster_syn,130,10.0
348,356,standard,current,synonym,cluster_syn,130,10.0
15,20,films,streaming,synonym,cluster_syn,131,10.0
48,56,produced,lived,synonym,cluster_syn,131,10.0
99,112,international,latin,synonym,cluster_syn,131,10.0
137,140,cut,led,synonym,cluster_syn,131,10.0
205,215,dependence,rarity,synonym,cluster_syn,131,10.0
247,251,film,comedic,synonym,cluster_syn,131,10.0
354,361,another,above,synonym,cluster_syn,131,10.0
24,33,performed,checked,synonym,cluster_syn,132,10.0
72,74,ve,naz,synonym,cluster_syn,132,10.0
94,98,both,well,synonym,cluster_syn,132,10.0
132,142,especially,guess,synonym,cluster_syn,132,10.0
167,176,mentality,mechanics,synonym,cluster_syn,132,10.0
295,302,injured,unable,synonym,cluster_syn,132,10.0
341,346,after,what,synonym,cluster_syn,132,10.0
398,402,will,time,synonym,cluster_syn,132,10.0
105,111,trying,simply,synonym,cluster_syn,133,10.0
120,127,revenue,economics,synonym,cluster_syn,133,10.0
221,229,minority,systems,synonym,cluster_syn,133,10.0
266,274,business,opportunity,synonym,cluster_syn,133,10.0
317,324,looking,finally,synonym,cluster_syn,133,10.0
343,347,hold,than,synonym,cluster_syn,133,10.0
393,397,debt,volunteer,synonym,cluster_syn,133,10.0
410,413,see,bal,synonym,cluster_syn,133,10.0
5,10,could,neither,synonym,cluster_syn,134,10.0
26,35,investors,prosecutors,synonym,cluster_syn,134,10.0
65,72,federal,america,synonym,cluster_syn,134,10.0
151,155,cuts,keeps,synonym,cluster_syn,134,10.0
239,247,weakness,sentiment,synonym,cluster_syn,134,10.0
280,285,about,rock,synonym,cluster_syn,134,10.0
327,331,move,mean,synonym,cluster_syn,134,10.0
455,461,future,flex,synonym,cluster_syn,134,10.0
7,12,where,good,synonym,cluster_syn,135,10.0
77,86,strategic,management,synonym,cluster_syn,135,10.0
132,137,euros,denmark,synonym,cluster_syn,135,10.0
264,273,consumers,refugees,synonym,cluster_syn,135,10.0
363,372,published,publications,synonym,cluster_syn,135,10.0
19,28,influence,integ,synonym,cluster_syn,136,10.0
47,54,holiday,sharp,synonym,cluster_syn,136,10.0
74,78,when,aga,synonym,cluster_syn,136,10.0
191,200,alcoholic,drank,synonym,cluster_syn,136,10.0
212,218,dealer,node,synonym,cluster_syn,136,10.0
298,302,like,you,synonym,cluster_syn,136,10.0
311,315,town,academy,synonym,cluster_syn,136,10.0
0,4,mood,bore,synonym,cluster_syn,137,10.0
19,23,list,service,synonym,cluster_syn,137,10.0
110,114,ones,boards,synonym,cluster_syn,137,10.0
125,129,beat,need,synonym,cluster_syn,137,10.0
147,151,real,this,synonym,cluster_syn,137,10.0
206,210,just,before,synonym,cluster_syn,137,10.0
250,254,play,table,synonym,cluster_syn,137,10.0
328,333,would,therefore,synonym,cluster_syn,137,10.0
74,76,up,car,synonym,cluster_syn,138,10.0
155,159,felt,pointed,synonym,cluster_syn,138,10.0
172,176,away,help,synonym,cluster_syn,138,10.0
240,243,end,gre,synonym,cluster_syn,138,10.0
261,267,single,professional,synonym,cluster_syn,138,10.0
313,317,game,update,synonym,cluster_syn,138,10.0
330,337,through,before,synonym,cluster_syn,138,10.0
356,359,now,say,synonym,cluster_syn,138,10.0
52,58,budget,tax,synonym,cluster_syn,139,10.0
93,102,allocated,supplied,synonym,cluster_syn,139,10.0
121,127,income,peoples,synonym,cluster_syn,139,10.0
174,181,country,station,synonym,cluster_syn,139,10.0
205,208,day,always,synonym,cluster_syn,139,10.0
266,272,growth,holding,synonym,cluster_syn,139,10.0
360,363,low,actions,synonym,cluster_syn,139,10.0
15,21,amount,achievements,synonym,cluster_syn,140,10.0
62,68,happen,know,synonym,cluster_syn,140,10.0
88,92,very,here,synonym,cluster_syn,140,10.0
203,210,happens,lays,synonym,cluster_syn,140,10.0
253,258,about,rock,synonym,cluster_syn,140,10.0
299,301,Re,Cap,synonym,cluster_syn,140,10.0
331,341,confidence,urgency,synonym,cluster_syn,140,10.0
25,32,hearing,shopping,synonym,cluster_syn,141,10.0
119,123,firm,bowl,synonym,cluster_syn,141,10.0
168,173,legal,insurance,synonym,cluster_syn,141,10.0
242,250,attorney,sheriff,synonym,cluster_syn,141,10.0
332,340,required,likely,synonym,cluster_syn,141,10.0
380,385,court,distr,synonym,cluster_syn,141,10.0
401,412,preliminary,solitary,synonym,cluster_syn,141,10.0
445,450,could,neither,synonym,cluster_syn,141,10.0
18,25,devices,surve,synonym,cluster_syn,142,10.0
36,47,smartphones,phones,synonym,cluster_syn,142,10.0
88,95,entered,travels,synonym,cluster_syn,142,10.0
191,198,however,until,synonym,cluster_syn,142,10.0
213,221,launched,seen,synonym,cluster_syn,142,10.0
251,256,still,have,synonym,cluster_syn,142,10.0
366,373,present,manual,synonym,cluster_syn,142,10.0
42,46,time,look,synonym,cluster_syn,143,10.0
61,64,win,spr,synonym,cluster_syn,143,10.0
114,119,happy,ultimate,synonym,cluster_syn,143,10.0
153,155,nt,xxx,synonym,cluster_syn,143,10.0
169,174,about,rock,synonym,cluster_syn,143,10.0
194,198,just,before,synonym,cluster_syn,143,10.0
298,301,see,bal,synonym,cluster_syn,143,10.0
24,28,very,here,synonym,cluster_syn,144,10.0
37,45,solution,rating,synonym,cluster_syn,144,10.0
71,76,which,taking,synonym,cluster_syn,144,10.0
209,219,researcher,negotiator,synonym,cluster_syn,144,10.0
249,253,more,good,synonym,cluster_syn,144,10.0
44,52,expected,addressed,synonym,cluster_syn,145,10.0
75,82,because,coming,synonym,cluster_syn,145,10.0
105,108,due,always,synonym,cluster_syn,145,10.0
178,182,well,there,synonym,cluster_syn,145,10.0
247,253,during,about,synonym,cluster_syn,145,10.0
314,320,period,notice,synonym,cluster_syn,145,10.0
398,406,official,pure,synonym,cluster_syn,145,10.0
12,18,chance,plaza,synonym,cluster_syn,146,10.0
29,36,however,until,synonym,cluster_syn,146,10.0
49,56,himself,caliphate,synonym,cluster_syn,146,10.0
79,84,close,grad,synonym,cluster_syn,146,10.0
97,103,having,instead,synonym,cluster_syn,146,10.0
271,275,just,before,synonym,cluster_syn,146,10.0
302,306,will,time,synonym,cluster_syn,146,10.0
368,372,semi,linux,synonym,cluster_syn,146,10.0
58,62,make,right,synonym,cluster_syn,147,10.0
67,74,history,progressive,synonym,cluster_syn,147,10.0
99,107,describe,fail,synonym,cluster_syn,147,10.0
117,122,stage,need,synonym,cluster_syn,147,10.0
269,271,ca,long,synonym,cluster_syn,147,10.0
280,282,go,sec,synonym,cluster_syn,147,10.0
344,350,ticket,category,synonym,cluster_syn,147,10.0
21,26,heart,band,synonym,cluster_syn,148,10.0
66,73,shaking,sliding,synonym,cluster_syn,148,10.0
98,106,pressure,interpret,synonym,cluster_syn,148,10.0
139,146,crucial,tiny,synonym,cluster_syn,148,10.0
219,223,yang,nguyen,synonym,cluster_syn,148,10.0
35,40,hands,happ,synonym,cluster_syn,149,10.0
80,86,mobile,limited,synonym,cluster_syn,149,10.0
127,130,HTC,ADIDAS,synonym,cluster_syn,149,10.0
197,201,live,way,synonym,cluster_syn,149,10.0
218,220,am,act,synonym,cluster_syn,149,10.0
247,252,sucks,lasts,synonym,cluster_syn,149,10.0
318,320,go,sec,synonym,cluster_syn,149,10.0
21,28,maximum,stress,synonym,cluster_syn,150,10.0
41,44,who,cap,synonym,cluster_syn,150,10.0
100,104,jail,handcuffed,synonym,cluster_syn,150,10.0
135,139,time,look,synonym,cluster_syn,150,10.0
155,160,drugs,cocktails,synonym,cluster_syn,150,10.0
196,200,club,nation,synonym,cluster_syn,150,10.0
261,268,through,before,synonym,cluster_syn,150,10.0
400,410,considered,featured,synonym,cluster_syn,150,10.0
3,7,only,back,synonym,cluster_syn,151,10.0
16,20,part,let,synonym,cluster_syn,151,10.0
33,38,there,step,synonym,cluster_syn,151,10.0
72,75,may,always,synonym,cluster_syn,151,10.0
89,93,well,there,synonym,cluster_syn,151,10.0
266,269,all,full,synonym,cluster_syn,151,10.0
91,101,corruption,parenthood,synonym,cluster_syn,152,10.0
132,136,into,offic,synonym,cluster_syn,152,10.0
173,177,what,always,synonym,cluster_syn,152,10.0
215,222,element,apex,synonym,cluster_syn,152,10.0
285,291,demand,copyright,synonym,cluster_syn,152,10.0
87,94,showing,raising,synonym,cluster_syn,153,10.0
151,158,decline,deterioration,synonym,cluster_syn,153,10.0
203,211,somewhat,roughly,synonym,cluster_syn,153,10.0
238,248,businesses,theaters,synonym,cluster_syn,153,10.0
318,322,some,first,synonym,cluster_syn,153,10.0
385,391,slowed,omitted,synonym,cluster_syn,153,10.0
406,410,over,much,synonym,cluster_syn,153,10.0
454,458,very,here,synonym,cluster_syn,153,10.0
524,528,time,look,synonym,cluster_syn,153,10.0
22,27,users,plaint,synonym,cluster_syn,154,10.0
70,74,post,com,synonym,cluster_syn,154,10.0
203,207,will,time,synonym,cluster_syn,154,10.0
219,223,sign,trump,synonym,cluster_syn,154,10.0
248,255,payable,tariff,synonym,cluster_syn,154,10.0
309,316,digital,nuclear,synonym,cluster_syn,154,10.0
53,58,earth,independent,synonym,cluster_syn,155,10.0
80,88,credited,acknowledged,synonym,cluster_syn,155,10.0
119,124,films,streaming,synonym,cluster_syn,155,10.0
232,237,share,fit,synonym,cluster_syn,155,10.0
291,296,known,older,synonym,cluster_syn,155,10.0
357,360,all,first,synonym,cluster_syn,155,10.0
370,374,good,was,synonym,cluster_syn,155,10.0
395,400,books,subscribe,synonym,cluster_syn,155,10.0
54,58,also,look,synonym,cluster_syn,156,10.0
70,74,call,miss,synonym,cluster_syn,156,10.0
82,90,salesman,sold,synonym,cluster_syn,156,10.0
115,117,re,cap,synonym,cluster_syn,156,10.0
145,149,what,always,synonym,cluster_syn,156,10.0
194,200,saying,drawing,synonym,cluster_syn,156,10.0
231,236,truth,common,synonym,cluster_syn,156,10.0
271,275,will,time,synonym,cluster_syn,156,10.0
28,32,rose,apple,synonym,cluster_syn,157,10.0
72,76,fell,seek,synonym,cluster_syn,157,10.0
170,173,car,sec,synonym,cluster_syn,157,10.0
212,218,points,bees,synonym,cluster_syn,157,10.0
25,38,entrepreneurs,gunmen,synonym,cluster_syn,158,10.0
74,75,e,pat,synonym,cluster_syn,158,10.0
82,86,will,time,synonym,cluster_syn,158,10.0
129,137,increase,identification,synonym,cluster_syn,158,10.0
169,172,new,over,synonym,cluster_syn,158,10.0
235,244,executive,senior,synonym,cluster_syn,158,10.0
270,274,says,thinks,synonym,cluster_syn,158,10.0
43,50,insists,complains,synonym,cluster_syn,159,10.0
88,94,better,basic,synonym,cluster_syn,159,10.0
130,135,after,what,synonym,cluster_syn,159,10.0
169,173,want,more,synonym,cluster_syn,159,10.0
295,303,charging,struggling,synonym,cluster_syn,159,10.0
314,319,world,life,synonym,cluster_syn,159,10.0
367,372,whole,dual,synonym,cluster_syn,159,10.0
13,21,cheering,sympath,synonym,cluster_syn,160,10.0
95,101,making,according,synonym,cluster_syn,160,10.0
143,149,career,materials,synonym,cluster_syn,160,10.0
193,198,world,life,synonym,cluster_syn,160,10.0
244,250,number,note,synonym,cluster_syn,160,10.0
291,295,over,much,synonym,cluster_syn,160,10.0
28,34,toting,sum,synonym,wordnet_syn_fallback,161,10.0
56,60,pole,flow,synonym,cluster_syn,161,10.0
87,88,s,ill,synonym,cluster_syn,161,10.0
122,129,against,among,synonym,cluster_syn,161,10.0
137,140,who,cap,synonym,cluster_syn,161,10.0
153,157,much,very,synonym,cluster_syn,161,10.0
222,229,moments,transactions,synonym,cluster_syn,161,10.0
371,376,seems,luckily,synonym,cluster_syn,161,10.0
396,401,where,good,synonym,cluster_syn,161,10.0
22,32,vulnerable,privileged,synonym,cluster_syn,162,10.0
83,89,having,former,synonym,cluster_syn,162,10.0
114,122,services,applic,synonym,cluster_syn,162,10.0
151,158,chaired,tallied,synonym,cluster_syn,162,10.0
218,221,led,trip,synonym,cluster_syn,162,10.0
394,402,expected,addressed,synonym,cluster_syn,162,10.0
444,452,diseases,designs,synonym,cluster_syn,162,10.0
466,470,well,there,synonym,cluster_syn,162,10.0
67,72,based,within,synonym,cluster_syn,163,10.0
88,97,incidents,riots,synonym,cluster_syn,163,10.0
148,152,rock,info,synonym,cluster_syn,163,10.0
162,165,all,full,synonym,cluster_syn,163,10.0
195,200,tells,finds,synonym,cluster_syn,163,10.0
118,129,criticizing,approving,synonym,cluster_syn,164,10.0
141,145,head,page,synonym,cluster_syn,164,10.0
179,186,olivier,nicola,synonym,cluster_syn,164,10.0
255,263,resigned,rejected,synonym,cluster_syn,164,10.0
284,291,leaving,shortly,synonym,cluster_syn,164,10.0
25,29,bond,battle,synonym,cluster_syn,165,10.0
81,90,investors,prosecutors,synonym,cluster_syn,165,10.0
114,120,widely,extremely,synonym,cluster_syn,165,10.0
